treeId,cellId,latitude,longitude,species
2145916,68,40.714176707554074,-73.98199710291438,London planetree
2116173,68,40.71405735498664,-73.98215838432213,Thornless honeylocust
2145915,68,40.714164109514435,-73.98211716732342,London planetree
2145914,68,40.714151924744876,-73.982233303467,Thornless honeylocust
2116172,68,40.71403201661405,-73.98240213112518,Japanese pagoda tree
2145913,68,40.71414236412929,-73.9823244258273,Thornless honeylocust
2116171,68,40.714021094182456,-73.98250720679697,Thornless honeylocust
13851725,68,40.714134519763256,-73.98242857802809,pin oak
2145912,68,40.71411435677426,-73.98259135820396,pin oak
2145911,68,40.71410457032683,-73.98268462531016,pin oak
2145910,68,40.71409347219139,-73.9827903984902,London planetree
14078295,68,40.71475237187269,-73.98241406505356,pin oak
2145909,68,40.71408001280355,-73.98291868275871,white oak
2143718,68,40.71460704674316,-73.98266834935893,swamp white oak
3904823,68,40.714683527422594,-73.98282610968559,Callery pear
3904822,68,40.71469783434593,-73.98289812544414,Callery pear
15197132,69,40.71346846139445,-73.97754277154979,Shumard's oak
2123376,69,40.713583705190686,-73.97748337796075,shingle oak
2123375,69,40.71371300357194,-73.97741674096976,pin oak
15197133,69,40.713815726165784,-73.97736379831628,Shumard's oak
2123378,69,40.713395121222575,-73.97779556016285,river birch
15197127,69,40.71353900193614,-73.97821923243505,swamp white oak
2121465,69,40.71525800806939,-73.97897847460473,pin oak
2147418,69,40.714376882306304,-73.97963226910089,Callery pear
6418423,69,40.714755744141975,-73.97942736370473,pin oak
6418424,69,40.714990035330466,-73.97931303734002,red maple
2147416,69,40.71511621204988,-73.97924662816754,Callery pear
6418425,69,40.71520683168304,-73.97920024271113,red maple
2121469,69,40.71508084155548,-73.97955202523839,Thornless honeylocust
2121468,69,40.7151620321047,-73.97950992074509,London planetree
2121467,69,40.71523505315471,-73.9794720527065,London planetree
2121466,69,40.7153162442447,-73.97942994726668,London planetree
4929848,69,40.71540346265382,-73.97949518065462,London planetree
4928383,69,40.71543802433506,-73.97960783237252,London planetree
2137218,69,40.71546407106628,-73.97974765870117,bald cypress
2137217,69,40.71548763977506,-73.97982462660191,bald cypress
2137216,70,40.71552965400451,-73.97996183152951,bald cypress
2137213,70,40.715224005132725,-73.98021463864386,Japanese pagoda tree
2137214,70,40.71533096789017,-73.98015813414693,bald cypress
2121472,70,40.71562078652022,-73.98026069351515,bald cypress
2121471,70,40.71565250981542,-73.98036523416765,bald cypress
2121470,70,40.715673558499645,-73.98043459259186,bald cypress
2121476,70,40.715514039069255,-73.98118801474153,Amur maackia
2121475,70,40.71556860309975,-73.98115943482959,Shumard's oak
2121474,70,40.71567976951917,-73.98110120412144,pin oak
2121473,70,40.715790937051324,-73.98104297397025,scarlet oak
11139389,70,40.715379541322406,-73.98135035794849,'Fort Mcnair' Ruby red horsechestnut
2141260,70,40.71587834988023,-73.98111380947738,Thornless honeylocust
2141261,70,40.7159080194724,-73.9812108828777,London planetree
10183244,70,40.7154674099865,-73.9816439185908,Kentucky yellowwood
2141262,70,40.71593666658741,-73.98130460786096,Thornless honeylocust
2141263,70,40.715964801572305,-73.98139666092645,London planetree
2141264,70,40.71599293648324,-73.98148871256666,London planetree
2141265,70,40.7160251631553,-73.98159415382318,London planetree
2141266,70,40.71605381052988,-73.9816878806388,London planetree
13318004,70,40.716100725635464,-73.98166093081406,swamp white oak
2141267,70,40.71608654849569,-73.98179499634716,pin oak
2120984,71,40.715916573863524,-73.97622124915118,London planetree
2120986,71,40.71601942307331,-73.97617503952756,London planetree
2120987,71,40.71616486583541,-73.97610969492284,London planetree
2120988,71,40.71740891750032,-73.97555074246856,Thornless honeylocust
2121458,71,40.714949708071046,-73.9779610161105,London planetree
11139388,71,40.71504089879062,-73.97826196345399,'Espresso' Kentucky coffee tree
2120999,71,40.71785081044631,-73.97636541869979,Japanese pagoda tree
2121000,71,40.71787585846448,-73.97645092820406,goldenrain tree
2121461,71,40.71510670292172,-73.97847912817531,London planetree
2121001,71,40.7179005133011,-73.97653509264372,Chinese elm
2121462,71,40.7151523992628,-73.97862993646883,pin oak
2121002,71,40.71792516750399,-73.9766192556427,Chinese elm
2121003,71,40.71795139982861,-73.97670880598965,goldenrain tree
2121463,71,40.715192206597024,-73.97876130889685,pin oak
2121004,71,40.717975067971246,-73.97678960253069,Chinese elm
2121464,71,40.715232215186255,-73.97889335026714,pin oak
11743225,71,40.717724463334825,-73.97953899783548,mulberry
2122388,71,40.71719089410901,-73.98001833774326,pin oak
11642073,71,40.717634390939,-73.97970890351111,London planetree
